AO-nr.;AO-type;Oppgave/feilbeskrivelse;Reg.nr.;Utstyrsgruppe;Modell;Seneste PV;Neste PV;Oppdatert;Oppdatert av Sign;Reg. dato;Ferdig;Sign;Teknisk beskrivelse;Plassering (utstyr);Gruppe;Kundekode;Kunde;Sak;Kundetekst;Totalt;Nedetid;Plassering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151216;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;012819;Anestesi, arbeidsstasjon, ordinær;8607500-09;12.01.2017;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151217;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;012820;Anestesi, arbeidsstasjon, ordinær;8607500-09;11.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151218;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;012848;Anestesi, arbeidsstasjon, ordinær;8607500-09;12.01.2017;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151219;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013013;Anestesi, arbeidsstasjon, ordinær;8607500-09;09.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151220;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013080;Anestesi, arbeidsstasjon, ordinær;8607500-09;09.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151221;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013081;Anestesi, arbeidsstasjon, ordinær;8607500-09;12.01.2017;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151222;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013082;Anestesi, arbeidsstasjon, ordinær;8607500-09;09.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151223;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013083;Anestesi, arbeidsstasjon, ordinær;8607500-09;12.01.2017;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151224;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013084;Anestesi, arbeidsstasjon, ordinær;8607500-09;12.01.2017;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151225;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013085;Anestesi, arbeidsstasjon, ordinær;8607500-09;10.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151226;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013587;Anestesi, arbeidsstasjon, ordinær;8607500-09;21.05.2019;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151227;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013588;Anestesi, arbeidsstasjon, ordinær;8607500-09;10.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151228;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013589;Anestesi, arbeidsstasjon, ordinær;8607500-09;10.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151229;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013590;Anestesi, arbeidsstasjon, ordinær;8607500-09;09.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151230;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013591;Anestesi, arbeidsstasjon, ordinær;8607500-09;10.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151231;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;013621;Anestesi, arbeidsstasjon, ordinær;8607500-09;12.01.2017;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"MTI MU som venter på omplassering ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151232;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;014173;Anestesi, arbeidsstasjon, ordinær;8607500-09;11.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon for kirurgisk arbeidsavdeling ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151233;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;014546;Anestesi, arbeidsstasjon, ordinær;8607500-09;09.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;92;"Eigersund pol. ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151234;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;014547;Anestesi, arbeidsstasjon, ordinær;8607500-09;09.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;92;"Eigersund pol. ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Seksjon Øst ; Anestesisykepleie ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151235;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;014756;Anestesi, arbeidsstasjon, ordinær;8607500-09;09.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4208011;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151236;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;014757;Anestesi, arbeidsstasjon, ordinær;8607500-09;10.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4208011;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151237;PV;Ansvarlig for utførelse er firma.  Team utfører inntil 50% av servicen, og krediteres da for utført jobb.  Arbeidet utføres i henhold til prosedyre utarbeidet av produsent.  Servicen går i 6-års sykluser.  Estimert tid varierer fra 1,5 til 5 timer avhengig av hvilket år.;014758;Anestesi, arbeidsstasjon, ordinær;8607500-09;09.10.2018;;;;15.08.2015;12.01.2017;Morten Ruud (rumo);Årsservice utført av Dräger høst-15.  Rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus IE;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4208011;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151367;Normal/Akutt;Feiler ofte i selvtest.  For så å vrike som det skal.;008555;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;08.09.2015;11.09.2015;Morten Ruud (rumo);"Logget og fant at det sannsynligvis var MV1 (Peep-ventil) Evt. også RV2 (Hvit i ventilplate).  Ved kontroll av offset, fikk jeg helt ville verdier, før de plutselig var OK.  Hengt seg opp?
Byttet MV1, så får vi se om det var hele feilen.";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151388;Normal/Akutt;Ikke verdier for gasser.;009894;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;14.09.2015;15.09.2015;Morten Ruud (rumo);"Satt inn PGM fra reserveapparat (App.id. 8549)
OK.";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151389;Normal/Akutt;"Stopper i selvtest; ventilator.";012820;Anestesi, arbeidsstasjon, ordinær;8607500-09;11.10.2018;;;;14.09.2015;14.09.2015;Morten Ruud (rumo);Pumpe klarte ikke å lage nok vakuum til at stempelet i ventilator kan kjøre.  Byttet først pumpe uten at de hjalp.  Så byttet jeg vakuumventil Vu, og da var alt ok.  (Den var helt åpen)  Satte tilbake den opprinnelige pumpen.;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151628;Normal/Akutt;"Feiler igjen på flowmåling; ekspirert flow større enn innstillt tidalvolum";008551;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;21.09.2015;14.10.2015;Morten Ruud (rumo);"Byttet kabel til flowsensor.  logget og testet i 10-12 dager kontinuerlig uten at det ble registrert noen feil i loggen.
Hvis feilen dukker opp igjen er neste skritt å bytte kort i VGC.  Har hatt kontakt med Tore i Bergen, så han vet hvilke kort som skal byttes....
";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151776;Normal/Akutt;Fikk alarm for feil på eksternfriskgassuttak.  Det er ikke i bruk.  Ingen feilmelding i selvtest.;008552;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;27.11.2015;27.11.2015;Morten Ruud (rumo);"Brukerne hadde dette problemet sporadisk over tid.  eksternt uttak er ikke i bruk, og apparatet var tett. Ingen betydning for drift, men siden feilmelding kom innimellom og forvirret de, byttet vi ventil (VSWAK) som veksler mellom ekstert og internt.  Den virket ikke; stod kun på internt.

OK.";"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Kassasjon ;  ;  ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for Medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST151779;Normal/Akutt;Bayttet encoder for funksjonshjul;008558;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.01.2017;;;;27.11.2015;27.11.2015;Morten Ruud (rumo);"Byttet encoder.  OK
Byttet PGM til en fabrikkrenovert med paramagnetisk måling.
OK";"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST160299;PV;"Årlig service i 1, 2, 3 og 6 års intervall.
Deler belastes.";008526;Anestesi, arbeidsstasjon, ordinær;8603800-14;12.02.2018;;;;15.02.2016;12.01.2017;Morten Ruud (rumo);Forebyggende vedlikehold utført av Dräger vår-2016.  Se rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST160300;PV;"Årlig service i 1, 2, 3 og 6 års intervall.
Deler belastes.";008547;Anestesi, arbeidsstasjon, ordinær;8603800-14;15.02.2018;;;;15.02.2016;12.01.2017;Morten Ruud (rumo);Forebyggende vedlikehold utført av Dräger vår-2016.  Se rapport i F:\DOKUMENTASJON\SERVICERAPPORTER\Dräger medikal\2015\Primus;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114292;"Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Generell anestesi ; Anestesiavdelingen ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
