AO-nr.;AO-type;Oppgave/feilbeskrivelse;Reg.nr.;Utstyrsgruppe;Modell;Seneste PV;Neste PV;Oppdatert;Oppdatert av Sign;Reg. dato;Ferdig;Sign;Teknisk beskrivelse;Plassering (utstyr);Gruppe;Kundekode;Kunde;Sak;Kundetekst;Totalt;Nedetid;Plassering;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST182963;PV;FVH i henhold til produsentens anbefalinger;015144;Diatermi, universal, komplett;ESG-400;02.07.2024;;;;01.10.2018;10.10.2018;Cato Che Ho Mak (catmak);FVH utført av leverandør, se vedlegg;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4211589;"Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;FVH utført av leverandør, se vedlegg;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST182983;PV;FVH i henhold til produsentens anbefalinger;009558;Diatermi, universal, komplett;UES-40;12.03.2024;;;;01.10.2018;10.10.2018;Cato Che Ho Mak (catmak);FVH utført av leverandør, se vedlegg.;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;FVH utført av leverandør, se vedlegg.;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190072;PV;FVH i henhold til produsentens anbefalinger;016917;Diatermi, universal, komplett;ESG-100;11.03.2024;;;;01.10.2018;11.10.2018;Cato Che Ho Mak (catmak);FVH utført av leverandør, se vedlegg.;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;114271;"Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;FVH utført av leverandør, se vedlegg.;0,00;0,00;"Kirurgisk gastropol ; Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190087;PV;FVH i henhold til produsentens anbefalinger;014052;Diatermi, universal, komplett;ESG-100;12.10.2021;;;;01.10.2018;22.10.2018;Cato Che Ho Mak (catmak);FVH utført av leverandør. Må repareres, se vedlegg. Se jobb nr. 182532.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114271;"Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;FVH utført av leverandør. Må repareres, se vedlegg. Se jobb nr. 182532.;0,00;0,00;"Kirurgisk gastropol ; Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190088;PV;FVH i henhold til produsentens anbefalinger;016968;Diatermi, universal, komplett;ESG-100;08.03.2024;;;;01.10.2018;09.10.2018;Cato Che Ho Mak (catmak);FVH utført av leverandør, se vedlegg.;"Med. gastro poliklinikk ; Gastroseksjon ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;114271;"Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;FVH utført av leverandør, se vedlegg.;0,00;0,00;"Kirurgisk gastropol ; Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190122;PV;FVH ;010623;Diatermi, endoskopisk, komplett;PSD-60;07.10.2019;;;;01.10.2018;09.10.2018;Cato Che Ho Mak (catmak);FVH utført av leverandør, se vedlegg. Anbefaler utskifting.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114271;"Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;FVH utført av leverandør, se vedlegg. Anbefaler utskifting.;0,00;0,00;"MTI Avd. for med. teknologi og informatikk ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190173;PV;FVH i henhold til produsentens anbefalinger;015908;Diatermi, universal, komplett;ESG-400;25.10.2021;;;;01.10.2018;24.10.2018;Cato Che Ho Mak (catmak);FVH utført av leverandør, se vedlegg.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;FVH utført av leverandør, se vedlegg.;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190210;PV;FVH.;009557;Diatermi, universal, komplett;UES-40;27.10.2021;;;;01.10.2018;24.10.2018;Cato Che Ho Mak (catmak);FVH utført av leverandør, se vedlegg.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;FVH utført av leverandør, se vedlegg.;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190211;PV;FVH.;009556;Diatermi, universal, komplett;UES-40;26.10.2021;;;;01.10.2018;24.10.2018;Cato Che Ho Mak (catmak);FVH utført av leverandør, se vedlegg.;"KK operasjon ; Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;FVH utført av leverandør, se vedlegg.;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190309;Normal/Akutt;El. Test skal utføres.;016220;Diatermi, universal, generator;VLLS10GEN;04.03.2024;;;;04.02.2019;04.02.2019;Cato Che Ho Mak (catmak);Se vedlagt vedlegg for utført El. Test.;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190401;Normal/Akutt;Klarer ikke å aktivere maskinen. Rotasjonsknappen virker litt løs eller defekt. Har gitt beskjed til leverandør, skal få en ny.;017755;Diatermi, universal, komplett;ME 402 Maxium;21.02.2024;;;;20.02.2019;05.03.2019;Cato Che Ho Mak (catmak);Rotasjonsknapp er byttet ut. Testet og er ok.;"Operasjon DK ; Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;4208011;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Dagkirurgi Hillevåg ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190406;Normal/Akutt;Utfører El. Test.;016219;Diatermi, universal, generator;VLLS10GEN;04.03.2024;;;;21.02.2019;21.02.2019;Cato Che Ho Mak (catmak);El. Test er feridg utført og har passert alle kravene.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190407;Normal/Akutt;"Viste ingen eller svært lite effekt for alle utganger. Har feilsøkt og konstaterte at det kunne være feil med hovedkort eller powerkort.
Har sendt apparatet til leverandør for reparasjon.";015000;Diatermi, universal, komplett;ME 402;05.02.2024;11.04.2025;;;21.02.2019;09.04.2019;Cato Che Ho Mak (catmak);"Feilen var på grunn av en defekt transistor. Ny transistor er blitt erstattet.
Effekt/lekkstrøm/El. test er blitt utført og er ok. Se vedlagt vedlegg for resultater.";"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190639;Normal/Akutt;Utøfere El. Test.;008334;Diatermi, argonanriket, gassforsyningsenhet;10132-010;09.01.2024;;;;26.03.2019;26.03.2019;Cato Che Ho Mak (catmak);Se vedlagt vedlegg for utført El. Test.;"Kirurgisk gastropol ; Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;114271;"Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"MTI Avd. for med. teknologi og informatikk ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190924;PV;Utfører Service og Vedlikehold på diatermi.;005933;Diatermi, universal, komplett;10122-041;17.01.2024;22.02.2025;;;15.05.2019;05.07.2019;Cato Che Ho Mak (catmak);Se jobb nr.180618.;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;105489;"Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190925;PV;Utfører Service og Vedlikehold på diatermi.;005934;Diatermi, universal, komplett;10122-041;08.02.2024;;;;15.05.2019;05.07.2019;Cato Che Ho Mak (catmak);Se jobb nr. 180619.;"Poliklinikk kirurgisk 4E ; Kar/thorax kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;114394;"Poliklinikk kirurgisk 4E ; Kar/thorax kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Poliklinikk kirurgisk 4E ; Kar/thorax kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190927;PV;Utfører Service og Vedlikehold på diatermi.;005936;Diatermi, universal, komplett;10122-041;17.01.2024;22.02.2025;;;15.05.2019;05.07.2019;Cato Che Ho Mak (catmak);Se Jobb nr. 180621;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;105489;"Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Hudpoliklinikken ; Hudavdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190928;PV;Utfører Service og Vedlikehold på diatermi.;006260;Diatermi, universal, komplett;10122-041;27.02.2024;16.03.2025;;;15.05.2019;05.07.2019;Cato Che Ho Mak (catmak);Se Jobb nr. 180622.;"Plast, ØNH, Øye post 2AB ; Øre- nese- hals avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;4204458;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Plast, ØNH, Øye post 2AB ; Øre- nese- hals avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190929;PV;Utfører Service og Vedlikehold på diatermi.;004702;Diatermi, universal, komplett;10128-009;18.01.2024;26.01.2025;;;15.05.2019;05.07.2019;Cato Che Ho Mak (catmak);Se Jobb nr. 180623.;"Eigersund poliklinikk ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;38;"Eigersund kirurgisk pol. ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Eigersund poliklinikk ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190930;PV;Utfører Service og Vedlikehold på diatermi.;005940;Diatermi, universal, komplett;10128-009;23.02.2024;03.03.2025;;;15.05.2019;05.07.2019;Cato Che Ho Mak (catmak);Se Jobb nr. 180624.;"Urologisk poliklinikk ; Urologisk kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;114289;"Urologisk kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Urologisk poliklinikk ; Urologisk kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190931;PV;Utfører Service og Vedlikehold på diatermi.;007719;Diatermi, universal, komplett;10128-009;23.02.2024;03.03.2025;;;15.05.2019;05.07.2019;Cato Che Ho Mak (catmak);Se jobb nr. 180625.;"Urologisk poliklinikk ; Urologisk kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;114289;"Urologisk kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Urologisk poliklinikk ; Urologisk kirurgisk seksjon ; Kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190932;PV;Utfører Service og Vedlikehold på diatermi.;008335;Diatermi, universal, komplett;10128-009;09.01.2024;;;;15.05.2019;05.07.2019;Cato Che Ho Mak (catmak);Se Jobb nr. 180626.;"Kirurgisk gastropol ; Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;114271;"Gastroenterologisk kirurgisk avdeling ; Klinikk for kirurgi, nevrologi og rehabilitering ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"MTI Avd. for med. teknologi og informatikk ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190933;PV;Utfører Service og Vedlikehold på diatermi.;008479;Diatermi, universal, komplett;10128-009;25.01.2024;24.01.2025;;;15.05.2019;05.07.2019;Cato Che Ho Mak (catmak);Se jobb nr. 180627.;"Eigersund poliklinikk ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;92;"Eigersund pol. ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Eigersund poliklinikk ; Medisinsk avdeling ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST190971;PV;Service og Vedlikehold;012996;Diatermi, universal, komplett;ME MB1 Endo;05.02.2024;28.02.2025;;;15.05.2019;05.07.2019;Cato Che Ho Mak (catmak);Se Jobb nr. 182616;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST191496;Normal/Akutt;"Klarer ikke å bruke cut og coag funksjon. Virker av og til.
Mistenker utgangskontakten er løs og defekt.";013910;Diatermi, universal, komplett;VIO 200S;11.01.2024;11.03.2025;;;24.06.2019;24.06.2019;Cato Che Ho Mak (catmak);"Byttet ut den defekte kontakten/utgangsporten med en ny.
Testet ok.";"Gynekologisk poliklinikk ; Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;105460;"Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Gynekologisk poliklinikk ; Avdeling Kvinneklinikken ; Kvinne- og barneklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST191671;Normal/Akutt;Brukeren klagde på at Bipolar Automatisk funksjon er defekt.;010908;Diatermi, universal, komplett;ME 102;23.01.2024;11.03.2025;;;09.07.2019;09.07.2019;Cato Che Ho Mak (catmak);"Bipolar Automatisk funksjon var defekt på grunn av kondensatoren var defekt. 
Må bytte ut hele hovedkortet med en nytt kort og tester Bipolar Automatisk funksjon på ny.
Alt er ok, se vedlagt vedlegg.";"Akutt poliklinikk ; MOBA ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;4204955;"Akutt poliklinikk ; MOBA ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Akutt poliklinikk ; MOBA ; Mottaksklinikken ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192479;PV;Utfører Service og Vedlikehold på diatermi.;014548;Diatermi, universal, komplett;ME 402;05.02.2024;11.04.2025;;;01.11.2019;17.02.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt vedlegg for resultater.;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192480;PV;Utfører Service og Vedlikehold på diatermi.;015000;Diatermi, universal, komplett;ME 402;05.02.2024;11.04.2025;;;01.11.2019;01.02.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt vedlegg for resultater.;"Operasjon Øst ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192464;PV;Utfører Service og Vedlikehold på diatermi.;009350;Diatermi, universal, komplett;ME 402;01.02.2024;;;;01.11.2019;10.02.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt vedlegg.;"RAD SYD Lab 02 ; Sjefradiograf ; Avdeling for radiologi ; Klinikk for Medisinsk service og ABK ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192465;PV;Utfører Service og Vedlikehold på diatermi.;009553;Diatermi, universal, komplett;ME 402;28.02.2023;;;;01.11.2019;24.02.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt vedlegg for resultater.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192466;PV;Utfører Service og Vedlikehold på diatermi.;009554;Diatermi, universal, komplett;ME 402;31.01.2023;;;;01.11.2019;09.12.2019;Cato Che Ho Mak (catmak);Ref. Jobb nr. 180365.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192467;PV;Utfører Service og Vedlikehold på diatermi.;009567;Diatermi, universal, komplett;ME 402;15.02.2023;;;;01.11.2019;21.02.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er utført, se vedlagt vedlegg for resultater.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192468;PV;Utfører Service og Vedlikehold på diatermi.;009569;Diatermi, universal, komplett;ME 402;18.12.2020;;;;01.11.2019;30.03.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er nå ferdig utført, se vedlagt vedlegg.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"MTI Avd. for med. teknologi og informatikk ; Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192469;PV;Utfører Service og Vedlikehold på diatermi.;009570;Diatermi, universal, komplett;ME 402;28.02.2023;;;;01.11.2019;24.02.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt vedlegg for resultater.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192470;PV;Utfører Service og Vedlikehold på diatermi.;009571;Diatermi, universal, komplett;ME 402;20.03.2023;;;;01.11.2019;01.02.2020;Cato Che Ho Mak (catmak);¨Service og Vedlikehold er ferdig utført, se vedlagt vedlegg for resultater.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192471;PV;Utfører Service og Vedlikehold på diatermi.;009572;Diatermi, universal, komplett;ME 402;21.08.2024;15.03.2025;;;01.11.2019;30.03.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt vedlegg.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192472;PV;Utfører Service og Vedlikehold på diatermi.;009573;Diatermi, universal, komplett;ME 402;21.08.2024;28.03.2025;;;01.11.2019;24.02.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt vedlegg for resultater.;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192473;PV;Utfører Service og Vedlikehold på diatermi.;009574;Diatermi, universal, komplett;ME 402;28.03.2022;;;;01.11.2019;30.03.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt vedlegg.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
HST192474;PV;Utfører Service og Vedlikehold på diatermi.;009575;Diatermi, universal, komplett;ME 402;15.02.2023;;;;01.11.2019;30.03.2020;Cato Che Ho Mak (catmak);Service og Vedlikehold er ferdig utført, se vedlagt vedlegg.;"Avdeling for medisinsk teknologi og informatikk ; Klinikk for medisinsk teknologi ; Helse Stavanger HF ; Helse Vest RHF";;114291;"Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;0,00;0,00;"Sentraloperasjon 1 ; Operasjonsavdeling ; Klinikk A ; Helse Stavanger HF ; Helse Vest RHF";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
